Run	Choice	Total	Excluded	To_process	Other
ERR986593	partial_excluded	2	0	1	1
ERR986594	partial_excluded	2	0	1	1
ERR986595	partial_excluded	2	0	1	1
ERR986596	partial_excluded	2	0	1	1
ERR986597	partial_excluded	2	0	1	1
ERR986598	partial_excluded	2	0	1	1
ERR986599	partial_excluded	2	0	1	1
ERR986600	partial_excluded	2	0	1	1
ERR986601	partial_excluded	2	0	1	1
ERR986602	partial_excluded	2	0	1	1
ERR986603	partial_excluded	2	0	1	1
ERR986604	partial_excluded	2	0	1	1
ERR986605	partial_excluded	2	0	1	1
ERR986606	partial_excluded	2	0	1	1
ERR986607	partial_excluded	2	0	1	1
ERR986608	partial_excluded	2	0	1	1
ERR986609	partial_excluded	2	0	1	1
ERR986610	partial_excluded	2	0	1	1
ERR986611	partial_excluded	2	0	1	1
ERR986612	partial_excluded	2	0	1	1
ERR986613	partial_excluded	2	0	1	1
ERR986614	partial_excluded	2	0	1	1
ERR986615	partial_excluded	2	0	1	1
ERR986616	partial_excluded	2	0	1	1
ERR986617	partial_excluded	2	0	1	1
ERR986618	partial_excluded	2	0	1	1
ERR986619	partial_excluded	2	0	1	1
ERR986620	partial_excluded	2	0	1	1
ERR986621	partial_excluded	2	0	1	1
ERR986622	partial_excluded	2	0	1	1
ERR986623	partial_excluded	2	0	1	1
ERR986624	partial_excluded	2	0	1	1
ERR986625	partial_excluded	2	0	1	1
ERR986626	partial_excluded	2	0	1	1
ERR986627	partial_excluded	2	0	1	1
ERR986628	partial_excluded	2	0	1	1
ERR986629	partial_excluded	2	0	1	1
ERR986630	partial_excluded	2	0	1	1
ERR986631	partial_excluded	2	0	1	1
ERR986632	partial_excluded	2	0	1	1
ERR986633	partial_excluded	2	0	1	1
ERR986634	partial_excluded	2	0	1	1
ERR986635	partial_excluded	2	0	1	1
ERR986636	partial_excluded	2	0	1	1
ERR986637	partial_excluded	2	0	1	1
ERR986638	partial_excluded	2	0	1	1
ERR986639	partial_excluded	2	0	1	1
ERR986640	partial_excluded	2	0	1	1
ERR986641	partial_excluded	2	0	1	1
ERR986642	partial_excluded	2	0	1	1
ERR986643	partial_excluded	2	0	1	1
ERR986644	partial_excluded	2	0	1	1
ERR986645	partial_excluded	2	0	1	1
ERR986646	partial_excluded	2	0	1	1
ERR986647	partial_excluded	2	0	1	1
ERR986648	partial_excluded	2	0	1	1
ERR986649	partial_excluded	2	0	1	1
ERR986650	partial_excluded	2	0	1	1
ERR986651	partial_excluded	2	0	1	1
ERR986652	partial_excluded	2	0	1	1
ERR986653	partial_excluded	2	0	1	1
ERR986784	partial_excluded	2	0	1	1
ERR986785	partial_excluded	2	0	1	1
ERR986786	partial_excluded	2	0	1	1
ERR986787	partial_excluded	2	0	1	1
ERR986788	partial_excluded	2	0	1	1
ERR986789	partial_excluded	2	0	1	1
ERR986790	partial_excluded	2	0	1	1
ERR986791	partial_excluded	2	0	1	1
ERR986792	partial_excluded	2	0	1	1
ERR986793	partial_excluded	2	0	1	1
ERR986794	partial_excluded	2	0	1	1
ERR986795	partial_excluded	2	0	1	1
ERR986796	partial_excluded	2	0	1	1
ERR986797	partial_excluded	2	0	1	1
ERR986798	partial_excluded	2	0	1	1
ERR986799	partial_excluded	2	0	1	1
ERR986800	partial_excluded	2	0	1	1
ERR986801	partial_excluded	2	0	1	1
ERR990521	partial_excluded	2	0	1	1
ERR990522	partial_excluded	2	0	1	1
ERR990523	partial_excluded	2	0	1	1
ERR9963778	partial_excluded	3	0	1	2
ERR996573	partial_excluded	2	0	1	1
ERR996658	partial_excluded	3	0	1	2
ERR9968760	partial_excluded	3	0	1	2
ERR9968875	partial_excluded	3	0	1	2
ERR9968876	partial_excluded	2	0	1	1
ERR9969055	partial_excluded	3	0	1	2
ERR9969056	partial_excluded	3	0	1	2
ERR9969057	partial_excluded	3	0	1	2
ERR996979	partial_excluded	2	0	1	1
ERR9973194	partial_excluded	3	0	1	2
ERR9973198	partial_excluded	3	0	1	2
ERR9973205	partial_excluded	3	0	1	2
ERR997349	partial_excluded	2	0	1	1
ERX2134000	partial_excluded	3	0	2	1
SRR001322	partial_excluded	3	0	1	2
SRR001323	partial_excluded	3	0	1	2
SRR001324	partial_excluded	3	0	1	2
SRR001325	partial_excluded	3	0	2	1
SRR001326	partial_excluded	2	0	1	1
SRR002326	partial_excluded	2	0	1	1
SRR014853	partial_excluded	2	0	1	1
SRR014855	partial_excluded	2	0	1	1
SRR023396	partial_excluded	2	0	1	1
SRR023820	partial_excluded	2	0	1	1
SRR023821	partial_excluded	2	0	1	1
SRR029686	partial_excluded	2	0	1	1
SRR029687	partial_excluded	2	0	1	1
SRR029688	partial_excluded	2	0	1	1
SRR029689	partial_excluded	2	0	1	1
SRR029692	partial_excluded	2	0	1	1
SRR029693	partial_excluded	2	0	1	1
SRR029694	partial_excluded	2	0	1	1
SRR029695	partial_excluded	2	0	1	1
SRR029696	partial_excluded	2	0	1	1
SRR029697	partial_excluded	2	0	1	1
SRR029698	partial_excluded	2	0	1	1
SRR029699	partial_excluded	2	0	1	1
SRR029700	partial_excluded	2	0	1	1
SRR029701	partial_excluded	2	0	1	1
SRR029702	partial_excluded	2	0	1	1
SRR029703	partial_excluded	2	0	1	1
SRR034257	partial_excluded	2	0	1	1
SRR034817	partial_excluded	2	0	1	1
SRR034818	partial_excluded	2	0	1	1
SRR035082	partial_excluded	2	0	1	1
SRR035083	partial_excluded	2	0	1	1
SRR035084	partial_excluded	2	0	1	1
SRR035085	partial_excluded	2	0	1	1
SRR035086	partial_excluded	2	0	1	1
SRR035087	partial_excluded	2	0	1	1
SRR035088	partial_excluded	2	0	1	1
SRR035089	partial_excluded	2	0	1	1
SRR035090	partial_excluded	2	0	1	1
SRR035091	partial_excluded	2	0	1	1
SRR035092	partial_excluded	2	0	1	1
SRR035093	partial_excluded	2	0	1	1
SRR035094	partial_excluded	2	0	1	1
SRR035095	partial_excluded	2	0	1	1
SRR035096	partial_excluded	2	0	1	1
SRR035097	partial_excluded	2	0	1	1
SRR035098	partial_excluded	2	0	1	1
SRR035099	partial_excluded	2	0	1	1
SRR035159	partial_excluded	2	0	1	1
SRR035160	partial_excluded	2	0	1	1
SRR035161	partial_excluded	2	0	1	1
SRR035162	partial_excluded	2	0	1	1
SRR035163	partial_excluded	2	0	1	1
SRR035164	partial_excluded	2	0	1	1
SRR037008	partial_excluded	2	0	1	1
SRR038651	partial_excluded	2	0	1	1
SRR038652	partial_excluded	2	0	1	1
SRR038746	partial_excluded	3	0	1	2
SRR041654	partial_excluded	3	0	1	2
SRR041655	partial_excluded	3	0	1	2
SRR041656	partial_excluded	3	0	1	2
SRR041657	partial_excluded	3	0	1	2
SRR041658	partial_excluded	3	0	1	2
SRR041659	partial_excluded	3	0	1	2
SRR041660	partial_excluded	3	0	1	2
SRR041661	partial_excluded	3	0	1	2
SRR041662	partial_excluded	3	0	1	2
SRR042027	partial_excluded	3	0	1	2
SRR042181	partial_excluded	3	0	1	2
SRR042182	partial_excluded	3	0	1	2
SRR042183	partial_excluded	3	0	1	2
SRR042184	partial_excluded	3	0	1	2
SRR042491	partial_excluded	3	0	1	2
SRR053011	partial_excluded	2	0	1	1
SRR053013	partial_excluded	2	0	1	1
SRR053014	partial_excluded	2	0	1	1
SRR053016	partial_excluded	2	0	1	1
SRR053017	partial_excluded	2	0	1	1
SRR053018	partial_excluded	2	0	1	1
SRR053020	partial_excluded	2	0	1	1
SRR053022	partial_excluded	2	0	1	1
SRR053024	partial_excluded	2	0	1	1
SRR053025	partial_excluded	2	0	1	1
SRR053026	partial_excluded	2	0	1	1
SRR053028	partial_excluded	2	0	1	1
SRR053032	partial_excluded	2	0	1	1
SRR053034	partial_excluded	2	0	1	1
SRR053035	partial_excluded	2	0	1	1
SRR054211	partial_excluded	2	0	1	1
SRR054212	partial_excluded	2	0	1	1
SRR059320	partial_excluded	3	0	1	2
SRR059321	partial_excluded	3	0	1	2
SRR059322	partial_excluded	3	0	1	2
SRR059323	partial_excluded	3	0	1	2
SRR059324	partial_excluded	3	0	1	2
SRR059325	partial_excluded	3	0	1	2
SRR059326	partial_excluded	3	0	1	2
SRR059327	partial_excluded	3	0	1	2
SRR059328	partial_excluded	2	0	1	1
SRR059329	partial_excluded	2	0	1	1
SRR059330	partial_excluded	2	0	1	1
SRR059331	partial_excluded	2	0	1	1
SRR059332	partial_excluded	2	0	1	1
SRR059333	partial_excluded	2	0	1	1
SRR059334	partial_excluded	2	0	1	1
SRR059335	partial_excluded	2	0	1	1
SRR059336	partial_excluded	2	0	1	1
SRR059337	partial_excluded	2	0	1	1
SRR059338	partial_excluded	2	0	1	1
SRR059339	partial_excluded	2	0	1	1
SRR059340	partial_excluded	2	0	1	1
SRR059341	partial_excluded	2	0	1	1
SRR059342	partial_excluded	2	0	1	1
SRR059343	partial_excluded	2	0	1	1
SRR059344	partial_excluded	2	0	1	1
SRR059345	partial_excluded	2	0	1	1
SRR059346	partial_excluded	2	0	1	1
SRR059347	partial_excluded	2	0	1	1
SRR059348	partial_excluded	2	0	1	1
SRR059349	partial_excluded	2	0	1	1
SRR059350	partial_excluded	2	0	1	1
SRR059351	partial_excluded	2	0	1	1
SRR059352	partial_excluded	2	0	1	1
SRR059353	partial_excluded	2	0	1	1
SRR059354	partial_excluded	2	0	1	1
SRR059355	partial_excluded	2	0	1	1
SRR059356	partial_excluded	2	0	1	1
SRR059357	partial_excluded	2	0	1	1
SRR059358	partial_excluded	2	0	1	1
SRR059359	partial_excluded	2	0	1	1
SRR059360	partial_excluded	2	0	1	1
SRR059361	partial_excluded	2	0	1	1
SRR059362	partial_excluded	2	0	1	1
SRR059363	partial_excluded	2	0	1	1
SRR059364	full_excluded	3	1	0	2
SRR059365	full_excluded	3	1	0	2
SRR059366	partial_excluded	2	0	1	1
SRR059367	partial_excluded	2	0	1	1
SRR059368	full_excluded	2	1	0	1
SRR059369	partial_excluded	2	0	1	1
SRR059370	partial_excluded	2	0	1	1
SRR059371	partial_excluded	2	0	1	1
SRR059372	partial_excluded	2	0	1	1
SRR059373	partial_excluded	2	0	1	1
SRR059374	partial_excluded	2	0	1	1
SRR059375	partial_excluded	2	0	1	1
SRR059376	full_excluded	3	1	0	2
SRR059377	full_excluded	3	1	0	2
SRR059378	partial_excluded	2	0	1	1
SRR059379	partial_excluded	2	0	1	1
SRR059380	partial_excluded	2	0	1	1
SRR059381	partial_excluded	2	0	1	1
SRR059382	partial_excluded	2	0	1	1
SRR059383	full_excluded	2	1	0	1
SRR059384	full_excluded	2	1	0	1
SRR059385	full_excluded	2	1	0	1
SRR059386	full_excluded	3	1	0	2
SRR059387	full_excluded	3	1	0	2
SRR059388	partial_excluded	2	0	1	1
SRR059389	partial_excluded	2	0	1	1
SRR059390	partial_excluded	2	0	1	1
SRR059391	partial_excluded	2	0	1	1
SRR059392	full_excluded	2	1	0	1
SRR059393	full_excluded	2	1	0	1
SRR059394	partial_excluded	2	0	1	1
SRR059395	partial_excluded	2	0	1	1
SRR059396	partial_excluded	2	0	1	1
SRR059397	partial_excluded	2	0	1	1
SRR059398	full_excluded	2	1	0	1
SRR059399	partial_excluded	2	0	1	1
SRR059400	full_excluded	3	1	0	2
SRR059401	full_excluded	3	1	0	2
SRR059402	partial_excluded	2	0	1	1
SRR059403	partial_excluded	2	0	1	1
SRR059404	full_excluded	3	1	0	2
SRR059405	full_excluded	3	1	0	2
SRR059406	partial_excluded	2	0	1	1
SRR059407	partial_excluded	2	0	1	1
SRR059408	partial_excluded	2	0	1	1
SRR059409	partial_excluded	2	0	1	1
SRR059410	full_excluded	3	1	0	2
SRR059411	full_excluded	3	1	0	2
SRR059412	partial_excluded	2	0	1	1
SRR059413	partial_excluded	2	0	1	1
SRR059414	partial_excluded	2	0	1	1
SRR059415	partial_excluded	2	0	1	1
SRR059416	partial_excluded	2	0	1	1
SRR059417	partial_excluded	2	0	1	1
SRR059418	full_excluded	2	1	0	1
SRR059419	full_excluded	2	1	0	1
SRR059420	partial_excluded	2	0	1	1
SRR059421	partial_excluded	2	0	1	1
SRR059422	partial_excluded	2	0	1	1
SRR059423	partial_excluded	2	0	1	1
SRR059424	partial_excluded	2	0	1	1
SRR059425	partial_excluded	2	0	1	1
SRR059426	partial_excluded	2	0	1	1
SRR059427	partial_excluded	2	0	1	1
SRR059428	partial_excluded	2	0	1	1
SRR059429	partial_excluded	2	0	1	1
SRR059430	full_excluded	2	1	0	1
SRR059431	full_excluded	2	1	0	1
SRR059432	partial_excluded	2	0	1	1
SRR059433	partial_excluded	2	0	1	1
SRR059434	partial_excluded	2	0	1	1
SRR059435	partial_excluded	2	0	1	1
SRR059436	partial_excluded	2	0	1	1
SRR059437	partial_excluded	2	0	1	1
SRR059438	partial_excluded	2	0	1	1
SRR059439	partial_excluded	2	0	1	1
SRR059440	partial_excluded	2	0	1	1
SRR059441	partial_excluded	2	0	1	1
SRR059442	partial_excluded	2	0	1	1
SRR059443	partial_excluded	2	0	1	1
SRR059444	full_excluded	2	1	0	1
SRR059445	full_excluded	2	1	0	1
SRR059446	partial_excluded	2	0	1	1
SRR059447	partial_excluded	2	0	1	1
SRR059448	full_excluded	2	1	0	1
SRR059449	full_excluded	2	1	0	1
SRR059450	partial_excluded	2	0	1	1
SRR059451	partial_excluded	2	0	1	1
SRR059452	full_excluded	2	1	0	1
SRR059453	full_excluded	2	1	0	1
SRR059454	partial_excluded	2	0	1	1
SRR059455	partial_excluded	2	0	1	1
SRR059456	partial_excluded	2	0	1	1
SRR059457	partial_excluded	2	0	1	1
SRR059458	partial_excluded	2	0	1	1
SRR059459	partial_excluded	2	0	1	1
SRR059460	partial_excluded	2	0	1	1
SRR059461	partial_excluded	2	0	1	1
SRR059462	partial_excluded	2	0	1	1
SRR059463	partial_excluded	2	0	1	1
SRR059464	full_excluded	3	1	0	2
SRR059465	full_excluded	3	1	0	2
SRR059466	partial_excluded	2	0	1	1
SRR059467	partial_excluded	2	0	1	1
SRR059468	full_excluded	3	1	0	2
SRR059469	full_excluded	3	1	0	2
SRR059470	partial_excluded	2	0	1	1
SRR059471	partial_excluded	2	0	1	1
SRR059472	full_excluded	2	1	0	1
SRR059473	full_excluded	2	1	0	1
SRR059474	full_excluded	3	1	0	2
SRR059475	full_excluded	3	1	0	2
SRR059476	partial_excluded	2	0	1	1
SRR059477	partial_excluded	2	0	1	1
SRR059478	partial_excluded	2	0	1	1
SRR059479	partial_excluded	2	0	1	1
SRR059480	partial_excluded	2	0	1	1
SRR059481	partial_excluded	2	0	1	1
SRR059482	full_excluded	2	1	0	1
SRR059483	full_excluded	2	1	0	1
SRR059484	partial_excluded	2	0	1	1
SRR059485	partial_excluded	2	0	1	1
SRR059486	full_excluded	2	1	0	1
SRR059487	full_excluded	2	1	0	1
SRR059488	partial_excluded	2	0	1	1
SRR059489	full_excluded	2	1	0	1
SRR059490	partial_excluded	2	0	1	1
SRR059491	partial_excluded	2	0	1	1
SRR059492	partial_excluded	2	0	1	1
SRR059493	partial_excluded	2	0	1	1
SRR059494	full_excluded	2	1	0	1
SRR059495	full_excluded	2	1	0	1
SRR059496	full_excluded	2	1	0	1
SRR059497	full_excluded	2	1	0	1
SRR059498	full_excluded	3	1	0	2
SRR059499	full_excluded	3	1	0	2
SRR059500	partial_excluded	2	0	1	1
SRR059501	partial_excluded	2	0	1	1
SRR059502	full_excluded	3	1	0	2
SRR059503	full_excluded	3	1	0	2
SRR059504	partial_excluded	2	0	1	1
SRR059505	partial_excluded	2	0	1	1
SRR059506	partial_excluded	2	0	1	1
SRR059507	partial_excluded	2	0	1	1
SRR059508	partial_excluded	2	0	1	1
SRR059509	partial_excluded	2	0	1	1
SRR059510	partial_excluded	2	0	1	1
SRR059511	partial_excluded	2	0	1	1
SRR059512	partial_excluded	2	0	1	1
SRR059513	partial_excluded	2	0	1	1
SRR059514	partial_excluded	2	0	1	1
SRR059515	partial_excluded	2	0	1	1
SRR059516	partial_excluded	2	0	1	1
SRR059517	partial_excluded	2	0	1	1
SRR059518	partial_excluded	2	0	1	1
SRR059519	partial_excluded	2	0	1	1
SRR059812	partial_excluded	3	0	1	2
SRR059813	partial_excluded	3	0	1	2
SRR059814	partial_excluded	3	0	1	2
SRR059815	partial_excluded	3	0	1	2
SRR059816	full_excluded	3	1	0	2
SRR059817	full_excluded	3	1	0	2
SRR059818	partial_excluded	3	0	1	2
SRR059824	full_excluded	3	1	0	2
SRR059825	full_excluded	3	1	0	2
SRR059826	full_excluded	3	1	0	2
SRR059827	partial_excluded	3	0	1	2
SRR059828	partial_excluded	3	0	1	2
SRR059829	partial_excluded	3	0	1	2
SRR059830	partial_excluded	2	0	1	1
SRR059831	partial_excluded	2	0	1	1
SRR059832	partial_excluded	2	0	1	1
SRR059833	partial_excluded	2	0	1	1
SRR059834	partial_excluded	2	0	1	1
SRR059835	partial_excluded	2	0	1	1
SRR059836	partial_excluded	3	0	1	2
SRR059837	partial_excluded	3	0	1	2
SRR059838	partial_excluded	2	0	1	1
SRR059839	partial_excluded	2	0	1	1
SRR059840	partial_excluded	2	0	1	1
SRR059841	partial_excluded	2	0	1	1
SRR059842	partial_excluded	2	0	1	1
SRR059843	partial_excluded	2	0	1	1
SRR059844	partial_excluded	2	0	1	1
SRR059845	partial_excluded	2	0	1	1
SRR059846	partial_excluded	2	0	1	1
SRR059847	partial_excluded	2	0	1	1
SRR059848	partial_excluded	2	0	1	1
SRR059849	partial_excluded	2	0	1	1
SRR059850	partial_excluded	2	0	1	1
SRR059851	partial_excluded	2	0	1	1
SRR059852	partial_excluded	2	0	1	1
SRR059853	partial_excluded	2	0	1	1
SRR059854	partial_excluded	2	0	1	1
SRR059855	partial_excluded	2	0	1	1
SRR059856	partial_excluded	2	0	1	1
SRR059857	partial_excluded	2	0	1	1
SRR059858	full_excluded	3	1	0	2
SRR059859	partial_excluded	3	0	1	2
SRR059860	partial_excluded	2	0	1	1
SRR059861	partial_excluded	2	0	1	1
SRR059862	full_excluded	3	1	0	2
SRR059863	full_excluded	3	1	0	2
SRR059864	partial_excluded	2	0	1	1
SRR059865	partial_excluded	2	0	1	1
SRR059866	partial_excluded	2	0	1	1
SRR059867	partial_excluded	2	0	1	1
SRR059868	partial_excluded	2	0	1	1
SRR059869	partial_excluded	2	0	1	1
SRR059870	partial_excluded	2	0	1	1
SRR059871	partial_excluded	2	0	1	1
SRR059872	full_excluded	3	1	0	2
SRR059873	full_excluded	3	1	0	2
SRR059874	full_excluded	2	1	0	1
SRR059875	full_excluded	2	1	0	1
SRR059876	full_excluded	3	1	0	2
SRR059877	full_excluded	3	1	0	2
SRR059878	full_excluded	3	1	0	2
SRR059879	full_excluded	3	1	0	2
SRR059880	partial_excluded	2	0	1	1
SRR059881	partial_excluded	2	0	1	1
SRR059882	partial_excluded	2	0	1	1
SRR059883	partial_excluded	2	0	1	1
SRR059884	partial_excluded	2	0	1	1
SRR059885	partial_excluded	2	0	1	1
SRR059886	partial_excluded	2	0	1	1
SRR059887	partial_excluded	2	0	1	1
SRR059888	partial_excluded	2	0	1	1
SRR059889	partial_excluded	2	0	1	1
SRR059890	partial_excluded	2	0	1	1
SRR059891	partial_excluded	2	0	1	1
SRR059892	partial_excluded	2	0	1	1
SRR059893	partial_excluded	2	0	1	1
SRR059894	partial_excluded	2	0	1	1
SRR059895	partial_excluded	2	0	1	1
SRR059896	partial_excluded	2	0	1	1
SRR059897	partial_excluded	2	0	1	1
SRR059898	partial_excluded	2	0	1	1
SRR059899	partial_excluded	2	0	1	1
SRR059900	partial_excluded	2	0	1	1
SRR059901	partial_excluded	2	0	1	1
SRR059902	partial_excluded	2	0	1	1
SRR059903	partial_excluded	2	0	1	1
SRR059904	full_excluded	2	1	0	1
SRR059905	partial_excluded	2	0	1	1
SRR059906	partial_excluded	2	0	1	1
SRR059907	partial_excluded	2	0	1	1
SRR059908	partial_excluded	2	0	1	1
SRR059909	partial_excluded	2	0	1	1
SRR059910	partial_excluded	2	0	1	1
SRR059911	partial_excluded	2	0	1	1
SRR059912	full_excluded	3	1	0	2
SRR059913	full_excluded	3	1	0	2
SRR059914	partial_excluded	2	0	1	1
SRR059915	partial_excluded	2	0	1	1
SRR059916	partial_excluded	2	0	1	1
SRR059917	partial_excluded	2	0	1	1
SRR059918	partial_excluded	2	0	1	1
SRR059919	partial_excluded	2	0	1	1
SRR059920	full_excluded	2	1	0	1
SRR059921	full_excluded	2	1	0	1
SRR059922	partial_excluded	2	0	1	1
SRR059923	partial_excluded	2	0	1	1
SRR059924	full_excluded	3	1	0	2
SRR059925	full_excluded	3	1	0	2
SRR059926	partial_excluded	2	0	1	1
SRR059927	partial_excluded	2	0	1	1
SRR059928	partial_excluded	2	0	1	1
SRR059929	partial_excluded	2	0	1	1
SRR059952	partial_excluded	3	0	1	2
SRR059953	partial_excluded	3	0	1	2
SRR059954	partial_excluded	3	0	1	2
SRR059955	partial_excluded	3	0	1	2
SRR059956	partial_excluded	3	0	1	2
SRR059957	partial_excluded	3	0	1	2
SRR059962	full_excluded	3	1	0	2
SRR059963	full_excluded	3	1	0	2
SRR059964	partial_excluded	3	0	1	2
SRR059965	partial_excluded	3	0	1	2
SRR059984	partial_excluded	3	0	1	2
SRR059985	partial_excluded	3	0	1	2
SRR059986	full_excluded	3	1	0	2
SRR059987	full_excluded	3	1	0	2
SRR059988	partial_excluded	3	0	1	2
SRR059989	partial_excluded	3	0	1	2
SRR059990	partial_excluded	3	0	1	2
SRR059991	partial_excluded	3	0	1	2
SRR059992	partial_excluded	3	0	1	2
SRR059993	partial_excluded	3	0	1	2
SRR059994	partial_excluded	3	0	1	2
SRR059995	partial_excluded	3	0	1	2
SRR059996	full_excluded	4	1	0	3
SRR059997	full_excluded	3	1	0	2
SRR059998	full_excluded	3	1	0	2
SRR059999	full_excluded	3	1	0	2
SRR060000	partial_excluded	3	0	1	2
SRR060001	partial_excluded	3	0	1	2
SRR060002	full_excluded	3	1	0	2
SRR060003	partial_excluded	3	0	1	2
SRR060004	partial_excluded	3	0	1	2
SRR060005	partial_excluded	3	0	1	2
SRR060006	partial_excluded	3	0	1	2
SRR060007	partial_excluded	3	0	1	2
SRR060020	partial_excluded	3	0	1	2
SRR060021	partial_excluded	3	0	1	2
SRR060025	partial_excluded	3	0	1	2
SRR060026	partial_excluded	3	0	1	2
SRR060027	full_excluded	4	1	0	3
SRR060028	full_excluded	3	1	0	2
SRR060030	full_excluded	3	1	0	2
SRR060031	full_excluded	3	1	0	2
SRR060032	full_excluded	3	1	0	2
SRR060033	partial_excluded	3	0	1	2
SRR060034	full_excluded	3	1	0	2
SRR060035	partial_excluded	3	0	1	2
SRR060036	partial_excluded	3	0	1	2
SRR060037	full_excluded	3	1	0	2
SRR060038	partial_excluded	3	0	1	2
SRR060039	partial_excluded	3	0	1	2
SRR060040	partial_excluded	3	0	1	2
SRR060041	full_excluded	3	1	0	2
SRR060042	partial_excluded	3	0	1	2
SRR060043	full_excluded	3	1	0	2
SRR060044	partial_excluded	3	0	1	2
SRR060075	partial_excluded	3	0	1	2
SRR060076	partial_excluded	3	0	1	2
SRR060077	full_excluded	3	1	0	2
SRR060078	full_excluded	3	1	0	2
SRR060079	full_excluded	3	1	0	2
SRR060080	full_excluded	3	1	0	2
SRR060081	partial_excluded	3	0	1	2
SRR060082	partial_excluded	3	0	1	2
SRR060083	full_excluded	3	1	0	2
SRR060084	full_excluded	3	1	0	2
SRR060086	full_excluded	3	1	0	2
SRR060119	partial_excluded	3	0	1	2
SRR060120	partial_excluded	3	0	1	2
SRR060121	partial_excluded	3	0	1	2
SRR060122	partial_excluded	3	0	1	2
SRR060123	partial_excluded	3	0	1	2
SRR060137	partial_excluded	3	0	1	2
SRR060138	partial_excluded	3	0	1	2
SRR060139	full_excluded	3	1	0	2
SRR060140	full_excluded	3	1	0	2
SRR060141	full_excluded	3	1	0	2
SRR060142	partial_excluded	3	0	1	2
SRR060152	partial_excluded	3	0	1	2
SRR060153	full_excluded	3	1	0	2
SRR060154	partial_excluded	3	0	1	2
SRR060155	full_excluded	3	1	0	2
SRR060156	partial_excluded	3	0	1	2
SRR060350	partial_excluded	2	0	1	1
SRR060351	partial_excluded	2	0	1	1
SRR060352	partial_excluded	2	0	1	1
SRR060353	partial_excluded	2	0	1	1
SRR060354	partial_excluded	3	0	1	2
SRR060355	partial_excluded	3	0	1	2
SRR060356	partial_excluded	2	0	1	1
SRR060357	partial_excluded	2	0	1	1
SRR060358	partial_excluded	2	0	1	1
SRR060359	partial_excluded	2	0	1	1
SRR060360	partial_excluded	2	0	1	1
SRR060361	partial_excluded	2	0	1	1
SRR060362	partial_excluded	2	0	1	1
SRR060363	partial_excluded	2	0	1	1
SRR060364	partial_excluded	2	0	1	1
SRR060365	partial_excluded	2	0	1	1
SRR060366	partial_excluded	3	0	1	2
SRR060367	partial_excluded	3	0	1	2
SRR060368	partial_excluded	2	0	1	1
SRR060369	partial_excluded	2	0	1	1
SRR060370	partial_excluded	2	0	1	1
SRR060371	partial_excluded	2	0	1	1
SRR060372	partial_excluded	2	0	1	1
SRR060373	partial_excluded	2	0	1	1
SRR060374	partial_excluded	2	0	1	1
SRR060375	partial_excluded	2	0	1	1
SRR060376	partial_excluded	2	0	1	1
SRR060377	partial_excluded	2	0	1	1
SRR060378	partial_excluded	2	0	1	1
SRR060379	partial_excluded	2	0	1	1
SRR060380	partial_excluded	2	0	1	1
SRR060381	partial_excluded	2	0	1	1
SRR060382	partial_excluded	3	0	1	2
SRR060383	full_excluded	3	1	0	2
SRR060384	partial_excluded	2	0	1	1
SRR060385	partial_excluded	2	0	1	1
SRR060386	partial_excluded	2	0	1	1
SRR060387	partial_excluded	2	0	1	1
SRR060388	full_excluded	2	1	0	1
SRR060389	full_excluded	2	1	0	1
SRR060390	partial_excluded	2	0	1	1
SRR060391	partial_excluded	2	0	1	1
SRR060392	partial_excluded	2	0	1	1
SRR060393	partial_excluded	2	0	1	1
SRR060394	partial_excluded	2	0	1	1
SRR060395	partial_excluded	2	0	1	1
SRR060396	partial_excluded	3	0	1	2
SRR060397	partial_excluded	3	0	1	2
SRR060398	full_excluded	3	1	0	2
SRR060399	full_excluded	3	1	0	2
SRR060400	partial_excluded	2	0	1	1
SRR060401	partial_excluded	2	0	1	1
SRR060402	partial_excluded	3	0	1	2
SRR060403	partial_excluded	3	0	1	2
SRR060404	partial_excluded	2	0	1	1
SRR060405	partial_excluded	2	0	1	1
SRR060406	partial_excluded	2	0	1	1
SRR060407	partial_excluded	2	0	1	1
SRR060408	partial_excluded	2	0	1	1
SRR060409	partial_excluded	2	0	1	1
SRR060410	partial_excluded	2	0	1	1
SRR060411	partial_excluded	2	0	1	1
SRR060412	full_excluded	2	1	0	1
SRR060413	full_excluded	2	1	0	1
SRR060414	full_excluded	3	1	0	2
SRR060415	full_excluded	3	1	0	2
SRR060416	partial_excluded	2	0	1	1
SRR060417	partial_excluded	2	0	1	1
SRR060418	partial_excluded	2	0	1	1
SRR060419	partial_excluded	2	0	1	1
SRR060420	partial_excluded	2	0	1	1
SRR060421	partial_excluded	2	0	1	1
SRR060422	partial_excluded	2	0	1	1
SRR060423	partial_excluded	2	0	1	1
SRR060424	partial_excluded	2	0	1	1
SRR060425	partial_excluded	2	0	1	1
SRR060426	full_excluded	2	1	0	1
SRR060427	full_excluded	2	1	0	1
SRR060428	full_excluded	3	1	0	2
SRR060429	partial_excluded	3	0	1	2
SRR060430	partial_excluded	2	0	1	1
SRR060431	partial_excluded	2	0	1	1
SRR060432	full_excluded	3	1	0	2
SRR060433	full_excluded	3	1	0	2
SRR060434	partial_excluded	2	0	1	1
SRR060435	full_excluded	2	1	0	1
SRR060436	partial_excluded	3	0	1	2
SRR060437	partial_excluded	3	0	1	2
